Logical Entity,Physical HANA Table,Column,Data Type,Primary Key,Nullable,Default,Relationship / Target,Business Purpose,Owner,Retention,CDS / Model Source,Database Evidence
idts.cap.ApplicationComponents,idts_cap_ApplicationComponents,createdBy,NVARCHAR(255),NO,YES,,,Application component classification master data.,PM / DonHV master-data governance,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.ApplicationComponents.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.ApplicationComponents,idts_cap_ApplicationComponents,modifiedAt,TIMESTAMP,NO,YES,,,Application component classification master data.,PM / DonHV master-data governance,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.ApplicationComponents.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.ApplicationComponents,idts_cap_ApplicationComponents,modifiedBy,NVARCHAR(255),NO,YES,,,Application component classification master data.,PM / DonHV master-data governance,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.ApplicationComponents.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.ApplicationComponents,idts_cap_ApplicationComponents,code,NVARCHAR(40),NO,NO,,,Application component classification master data.,PM / DonHV master-data governance,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.ApplicationComponents.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.ApplicationComponents,idts_cap_ApplicationComponents,name,NVARCHAR(120),NO,NO,,,Application component classification master data.,PM / DonHV master-data governance,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.ApplicationComponents.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.ApplicationComponents,idts_cap_ApplicationComponents,componentType,NVARCHAR(60),NO,YES,,,Application component classification master data.,PM / DonHV master-data governance,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.ApplicationComponents.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.ApplicationComponents,idts_cap_ApplicationComponents,active,BOOLEAN,NO,YES,TRUE,,Application component classification master data.,PM / DonHV master-data governance,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.ApplicationComponents.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.AuthSessions,idts_cap_AuthSessions,ID,NVARCHAR(36),YES,NO,,,Custom-auth session store used outside the XSUAA production profile.,DonHV identity and assignment data,Until expiry/revocation; excluded from PostgreSQL-to-HANA migration.,db/schema.cds,Production-style cds build --production artifact idts.cap.AuthSessions.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.AuthSessions,idts_cap_AuthSessions,createdAt,TIMESTAMP,NO,YES,,,Custom-auth session store used outside the XSUAA production profile.,DonHV identity and assignment data,Until expiry/revocation; excluded from PostgreSQL-to-HANA migration.,db/schema.cds,Production-style cds build --production artifact idts.cap.AuthSessions.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.AuthSessions,idts_cap_AuthSessions,createdBy,NVARCHAR(255),NO,YES,,,Custom-auth session store used outside the XSUAA production profile.,DonHV identity and assignment data,Until expiry/revocation; excluded from PostgreSQL-to-HANA migration.,db/schema.cds,Production-style cds build --production artifact idts.cap.AuthSessions.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.AuthSessions,idts_cap_AuthSessions,modifiedAt,TIMESTAMP,NO,YES,,,Custom-auth session store used outside the XSUAA production profile.,DonHV identity and assignment data,Until expiry/revocation; excluded from PostgreSQL-to-HANA migration.,db/schema.cds,Production-style cds build --production artifact idts.cap.AuthSessions.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.AuthSessions,idts_cap_AuthSessions,modifiedBy,NVARCHAR(255),NO,YES,,,Custom-auth session store used outside the XSUAA production profile.,DonHV identity and assignment data,Until expiry/revocation; excluded from PostgreSQL-to-HANA migration.,db/schema.cds,Production-style cds build --production artifact idts.cap.AuthSessions.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.AuthSessions,idts_cap_AuthSessions,user_ID,NVARCHAR(36),NO,NO,,idts.cap.Users.ID,Custom-auth session store used outside the XSUAA production profile.,DonHV identity and assignment data,Until expiry/revocation; excluded from PostgreSQL-to-HANA migration.,db/schema.cds,Production-style cds build --production artifact idts.cap.AuthSessions.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.AuthSessions,idts_cap_AuthSessions,tokenHash,NVARCHAR(64),NO,NO,,,Custom-auth session store used outside the XSUAA production profile.,DonHV identity and assignment data,Until expiry/revocation; excluded from PostgreSQL-to-HANA migration.,db/schema.cds,Production-style cds build --production artifact idts.cap.AuthSessions.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.AuthSessions,idts_cap_AuthSessions,issuedAt,TIMESTAMP,NO,NO,,,Custom-auth session store used outside the XSUAA production profile.,DonHV identity and assignment data,Until expiry/revocation; excluded from PostgreSQL-to-HANA migration.,db/schema.cds,Production-style cds build --production artifact idts.cap.AuthSessions.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.AuthSessions,idts_cap_AuthSessions,expiresAt,TIMESTAMP,NO,NO,,,Custom-auth session store used outside the XSUAA production profile.,DonHV identity and assignment data,Until expiry/revocation; excluded from PostgreSQL-to-HANA migration.,db/schema.cds,Production-style cds build --production artifact idts.cap.AuthSessions.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.AuthSessions,idts_cap_AuthSessions,revokedAt,TIMESTAMP,NO,YES,,,Custom-auth session store used outside the XSUAA production profile.,DonHV identity and assignment data,Until expiry/revocation; excluded from PostgreSQL-to-HANA migration.,db/schema.cds,Production-style cds build --production artifact idts.cap.AuthSessions.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.AuthSessions,idts_cap_AuthSessions,lastUsedAt,TIMESTAMP,NO,YES,,,Custom-auth session store used outside the XSUAA production profile.,DonHV identity and assignment data,Until expiry/revocation; excluded from PostgreSQL-to-HANA migration.,db/schema.cds,Production-style cds build --production artifact idts.cap.AuthSessions.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.AuthSessions,idts_cap_AuthSessions,userAgent,NVARCHAR(255),NO,YES,,,Custom-auth session store used outside the XSUAA production profile.,DonHV identity and assignment data,Until expiry/revocation; excluded from PostgreSQL-to-HANA migration.,db/schema.cds,Production-style cds build --production artifact idts.cap.AuthSessions.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.AvailabilityStatuses,idts_cap_AvailabilityStatuses,code,NVARCHAR(40),YES,NO,,,Developer availability code list.,PM / DonHV master-data governance,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.AvailabilityStatuses.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.AvailabilityStatuses,idts_cap_AvailabilityStatuses,name,NVARCHAR(120),NO,NO,,,Developer availability code list.,PM / DonHV master-data governance,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.AvailabilityStatuses.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.AvailabilityStatuses,idts_cap_AvailabilityStatuses,descr,NVARCHAR(255),NO,YES,,,Developer availability code list.,PM / DonHV master-data governance,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.AvailabilityStatuses.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.AvailabilityStatuses,idts_cap_AvailabilityStatuses,sortOrder,INTEGER,NO,YES,,,Developer availability code list.,PM / DonHV master-data governance,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.AvailabilityStatuses.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.AvailabilityStatuses,idts_cap_AvailabilityStatuses,active,BOOLEAN,NO,YES,TRUE,,Developer availability code list.,PM / DonHV master-data governance,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.AvailabilityStatuses.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.AvailabilityStatuses,idts_cap_AvailabilityStatuses,criticality,INTEGER,NO,YES,,,Developer availability code list.,PM / DonHV master-data governance,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.AvailabilityStatuses.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Bugs,idts_cap_Bugs,ID,NVARCHAR(36),YES,NO,,,Authoritative defect record and workflow state.,IDTS business workflow,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.Bugs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Bugs,idts_cap_Bugs,createdAt,TIMESTAMP,NO,YES,,,Authoritative defect record and workflow state.,IDTS business workflow,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.Bugs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Bugs,idts_cap_Bugs,createdBy,NVARCHAR(255),NO,YES,,,Authoritative defect record and workflow state.,IDTS business workflow,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.Bugs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Bugs,idts_cap_Bugs,modifiedAt,TIMESTAMP,NO,YES,,,Authoritative defect record and workflow state.,IDTS business workflow,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.Bugs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Bugs,idts_cap_Bugs,modifiedBy,NVARCHAR(255),NO,YES,,,Authoritative defect record and workflow state.,IDTS business workflow,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.Bugs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Bugs,idts_cap_Bugs,bugNumber,NVARCHAR(30),NO,YES,,,Authoritative defect record and workflow state.,IDTS business workflow,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.Bugs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Bugs,idts_cap_Bugs,title,NVARCHAR(255),NO,NO,,,Authoritative defect record and workflow state.,IDTS business workflow,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.Bugs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Bugs,idts_cap_Bugs,description,NCLOB,NO,NO,,,Authoritative defect record and workflow state.,IDTS business workflow,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.Bugs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Bugs,idts_cap_Bugs,status_code,NVARCHAR(40),NO,NO,,idts.cap.StatusValues.code,Authoritative defect record and workflow state.,IDTS business workflow,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.Bugs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Bugs,idts_cap_Bugs,priority_code,NVARCHAR(40),NO,NO,,idts.cap.PriorityValues.code,Authoritative defect record and workflow state.,IDTS business workflow,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.Bugs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Bugs,idts_cap_Bugs,severity_code,NVARCHAR(40),NO,NO,,idts.cap.SeverityValues.code,Authoritative defect record and workflow state.,IDTS business workflow,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.Bugs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Bugs,idts_cap_Bugs,environment_code,NVARCHAR(40),NO,YES,,idts.cap.EnvironmentValues.code,Authoritative defect record and workflow state.,IDTS business workflow,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.Bugs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Bugs,idts_cap_Bugs,environmentDetail,NVARCHAR(255),NO,YES,,,Authoritative defect record and workflow state.,IDTS business workflow,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.Bugs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Bugs,idts_cap_Bugs,stepsToReproduce,NCLOB,NO,NO,,,Authoritative defect record and workflow state.,IDTS business workflow,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.Bugs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Bugs,idts_cap_Bugs,actualResult,NCLOB,NO,NO,,,Authoritative defect record and workflow state.,IDTS business workflow,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.Bugs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Bugs,idts_cap_Bugs,expectedResult,NCLOB,NO,NO,,,Authoritative defect record and workflow state.,IDTS business workflow,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.Bugs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Bugs,idts_cap_Bugs,sapModule_ID,NVARCHAR(36),NO,YES,,idts.cap.SAPModules.ID,Authoritative defect record and workflow state.,IDTS business workflow,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.Bugs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Bugs,idts_cap_Bugs,applicationComponent_ID,NVARCHAR(36),NO,NO,,idts.cap.ApplicationComponents.ID,Authoritative defect record and workflow state.,IDTS business workflow,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.Bugs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Bugs,idts_cap_Bugs,defectCategory_ID,NVARCHAR(36),NO,NO,,idts.cap.DefectCategories.ID,Authoritative defect record and workflow state.,IDTS business workflow,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.Bugs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Bugs,idts_cap_Bugs,componentCategory_ID,NVARCHAR(36),NO,NO,,idts.cap.ComponentCategories.ID,Authoritative defect record and workflow state.,IDTS business workflow,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.Bugs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Bugs,idts_cap_Bugs,reporter_ID,NVARCHAR(36),NO,NO,,idts.cap.Users.ID,Authoritative defect record and workflow state.,IDTS business workflow,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.Bugs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Bugs,idts_cap_Bugs,assignee_ID,NVARCHAR(36),NO,YES,,idts.cap.DeveloperProfiles.ID,Authoritative defect record and workflow state.,IDTS business workflow,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.Bugs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Bugs,idts_cap_Bugs,nextProcessorUser_ID,NVARCHAR(36),NO,YES,,idts.cap.Users.ID,Authoritative defect record and workflow state.,IDTS business workflow,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.Bugs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Bugs,idts_cap_Bugs,nextProcessorRole_code,NVARCHAR(40),NO,YES,,idts.cap.ProcessorRoleValues.code,Authoritative defect record and workflow state.,IDTS business workflow,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.Bugs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Bugs,idts_cap_Bugs,rejectionReason,NCLOB,NO,YES,,,Authoritative defect record and workflow state.,IDTS business workflow,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.Bugs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Bugs,idts_cap_Bugs,testCaseRef,NVARCHAR(80),NO,YES,,,Authoritative defect record and workflow state.,IDTS business workflow,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.Bugs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Bugs,idts_cap_Bugs,testRunRef,NVARCHAR(80),NO,YES,,,Authoritative defect record and workflow state.,IDTS business workflow,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.Bugs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Bugs,idts_cap_Bugs,plannedCompletionDate,DATE,NO,YES,,,Authoritative defect record and workflow state.,IDTS business workflow,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.Bugs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Bugs,idts_cap_Bugs,dueDate,DATE,NO,YES,,,Authoritative defect record and workflow state.,IDTS business workflow,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.Bugs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Bugs,idts_cap_Bugs,estimatedEffortHours,"DECIMAL(9, 2)",NO,YES,,,Authoritative defect record and workflow state.,IDTS business workflow,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.Bugs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Bugs.attachments,idts_cap_Bugs_attachments,up__ID,NVARCHAR(36),YES,NO,,idts.cap.Bugs.ID,Attachment metadata and object-store reference; binary content is provided by AWS S3 in BTP.,Bug collaboration; DonHV persistence boundary,Retained with the Bug until authorized deletion; S3 binary follows the same lifecycle.,db/schema.cds,Production-style cds build --production artifact idts.cap.Bugs_attachments.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Bugs.attachments,idts_cap_Bugs_attachments,ID,NVARCHAR(36),YES,NO,,,Attachment metadata and object-store reference; binary content is provided by AWS S3 in BTP.,Bug collaboration; DonHV persistence boundary,Retained with the Bug until authorized deletion; S3 binary follows the same lifecycle.,db/schema.cds,Production-style cds build --production artifact idts.cap.Bugs_attachments.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Bugs.attachments,idts_cap_Bugs_attachments,createdAt,TIMESTAMP,NO,YES,,,Attachment metadata and object-store reference; binary content is provided by AWS S3 in BTP.,Bug collaboration; DonHV persistence boundary,Retained with the Bug until authorized deletion; S3 binary follows the same lifecycle.,db/schema.cds,Production-style cds build --production artifact idts.cap.Bugs_attachments.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Bugs.attachments,idts_cap_Bugs_attachments,createdBy,NVARCHAR(255),NO,YES,,,Attachment metadata and object-store reference; binary content is provided by AWS S3 in BTP.,Bug collaboration; DonHV persistence boundary,Retained with the Bug until authorized deletion; S3 binary follows the same lifecycle.,db/schema.cds,Production-style cds build --production artifact idts.cap.Bugs_attachments.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Bugs.attachments,idts_cap_Bugs_attachments,modifiedAt,TIMESTAMP,NO,YES,,,Attachment metadata and object-store reference; binary content is provided by AWS S3 in BTP.,Bug collaboration; DonHV persistence boundary,Retained with the Bug until authorized deletion; S3 binary follows the same lifecycle.,db/schema.cds,Production-style cds build --production artifact idts.cap.Bugs_attachments.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Bugs.attachments,idts_cap_Bugs_attachments,modifiedBy,NVARCHAR(255),NO,YES,,,Attachment metadata and object-store reference; binary content is provided by AWS S3 in BTP.,Bug collaboration; DonHV persistence boundary,Retained with the Bug until authorized deletion; S3 binary follows the same lifecycle.,db/schema.cds,Production-style cds build --production artifact idts.cap.Bugs_attachments.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Bugs.attachments,idts_cap_Bugs_attachments,url,NVARCHAR(5000),NO,YES,,,Attachment metadata and object-store reference; binary content is provided by AWS S3 in BTP.,Bug collaboration; DonHV persistence boundary,Retained with the Bug until authorized deletion; S3 binary follows the same lifecycle.,db/schema.cds,Production-style cds build --production artifact idts.cap.Bugs_attachments.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Bugs.attachments,idts_cap_Bugs_attachments,content,BLOB,NO,YES,,,Attachment metadata and object-store reference; binary content is provided by AWS S3 in BTP.,Bug collaboration; DonHV persistence boundary,Retained with the Bug until authorized deletion; S3 binary follows the same lifecycle.,db/schema.cds,Production-style cds build --production artifact idts.cap.Bugs_attachments.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Bugs.attachments,idts_cap_Bugs_attachments,MIMETYPE,NVARCHAR(5000),NO,YES,application/octet-stream,,Attachment metadata and object-store reference; binary content is provided by AWS S3 in BTP.,Bug collaboration; DonHV persistence boundary,Retained with the Bug until authorized deletion; S3 binary follows the same lifecycle.,db/schema.cds,Production-style cds build --production artifact idts.cap.Bugs_attachments.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Bugs.attachments,idts_cap_Bugs_attachments,filename,NVARCHAR(5000),NO,YES,,,Attachment metadata and object-store reference; binary content is provided by AWS S3 in BTP.,Bug collaboration; DonHV persistence boundary,Retained with the Bug until authorized deletion; S3 binary follows the same lifecycle.,db/schema.cds,Production-style cds build --production artifact idts.cap.Bugs_attachments.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Bugs.attachments,idts_cap_Bugs_attachments,hash,NVARCHAR(5000),NO,YES,,,Attachment metadata and object-store reference; binary content is provided by AWS S3 in BTP.,Bug collaboration; DonHV persistence boundary,Retained with the Bug until authorized deletion; S3 binary follows the same lifecycle.,db/schema.cds,Production-style cds build --production artifact idts.cap.Bugs_attachments.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Bugs.attachments,idts_cap_Bugs_attachments,status,NVARCHAR(5000),NO,YES,Unscanned,,Attachment metadata and object-store reference; binary content is provided by AWS S3 in BTP.,Bug collaboration; DonHV persistence boundary,Retained with the Bug until authorized deletion; S3 binary follows the same lifecycle.,db/schema.cds,Production-style cds build --production artifact idts.cap.Bugs_attachments.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Bugs.attachments,idts_cap_Bugs_attachments,lastScan,TIMESTAMP,NO,YES,,,Attachment metadata and object-store reference; binary content is provided by AWS S3 in BTP.,Bug collaboration; DonHV persistence boundary,Retained with the Bug until authorized deletion; S3 binary follows the same lifecycle.,db/schema.cds,Production-style cds build --production artifact idts.cap.Bugs_attachments.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Bugs.attachments,idts_cap_Bugs_attachments,note,NVARCHAR(5000),NO,YES,,,Attachment metadata and object-store reference; binary content is provided by AWS S3 in BTP.,Bug collaboration; DonHV persistence boundary,Retained with the Bug until authorized deletion; S3 binary follows the same lifecycle.,db/schema.cds,Production-style cds build --production artifact idts.cap.Bugs_attachments.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Bugs.attachments,idts_cap_Bugs_attachments,fileSize,BIGINT,NO,YES,,,Attachment metadata and object-store reference; binary content is provided by AWS S3 in BTP.,Bug collaboration; DonHV persistence boundary,Retained with the Bug until authorized deletion; S3 binary follows the same lifecycle.,db/schema.cds,Production-style cds build --production artifact idts.cap.Bugs_attachments.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Comments,idts_cap_Comments,ID,NVARCHAR(36),YES,NO,,,User-authored collaboration records linked to a Bug.,IDTS business workflow,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.Comments.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Comments,idts_cap_Comments,createdAt,TIMESTAMP,NO,YES,,,User-authored collaboration records linked to a Bug.,IDTS business workflow,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.Comments.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Comments,idts_cap_Comments,createdBy,NVARCHAR(255),NO,YES,,,User-authored collaboration records linked to a Bug.,IDTS business workflow,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.Comments.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Comments,idts_cap_Comments,modifiedAt,TIMESTAMP,NO,YES,,,User-authored collaboration records linked to a Bug.,IDTS business workflow,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.Comments.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Comments,idts_cap_Comments,modifiedBy,NVARCHAR(255),NO,YES,,,User-authored collaboration records linked to a Bug.,IDTS business workflow,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.Comments.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Comments,idts_cap_Comments,bug_ID,NVARCHAR(36),NO,NO,,idts.cap.Bugs.ID,User-authored collaboration records linked to a Bug.,IDTS business workflow,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.Comments.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Comments,idts_cap_Comments,author_ID,NVARCHAR(36),NO,NO,,idts.cap.Users.ID,User-authored collaboration records linked to a Bug.,IDTS business workflow,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.Comments.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.Comments,idts_cap_Comments,authorRole_code,NVARCHAR(40),NO,YES,,idts.cap.UserRoles.code,User-authored collaboration records linked to a Bug.,IDTS business workflow,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.Comments.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
